Ano,Nome,direcao,genero,produtora,imagem
2015,#Garotas,Alex Medeiros,Ficção,Accorde Filmes,https://media.fstatic.com/RRB8vcZJ4QPRonVOrPzs3qTkOCA=/fit-in/290x478/smart/media/movies/covers/2015/11/garotas-o-filme_tNone.jpg
2015,5x Chico - O Velho e Sua Gente,Ana Rieper/Camilo Cavalcante/Eduardo Goldenstein/Eduardo Nunes/Gustavo Spolidoro,Documentário,3 Tabela Filmes,https://djiby52t9cgpc.cloudfront.net/custom/uploads/2014/07/5Xchico_poster2-695x1024.jpg
2015,A casa de Cecília,Clarissa Appelt,Ficção,Clarissa Appelt,http://br.web.img2.acsta.net/c_215_290/pictures/14/12/19/14/10/122631.jpg
2015,A esperança é a última que morre,Calvito Leal,Ficção,Mpc Filmes,http://www.impawards.com/intl/brazil/2015/posters/esperanca_e_a_ultima_que_morre.jpg
2015,A Estrada 47,Vicente Ferraz,Ficção,Três Mundos Produções,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlNslyvgtQLiDi6zJ9wXgMGPeftqFEH1wEqN9SmjTx9vaAblPZ
2015,A Floresta que se Move,Vinícius Coimbra,Ficção,Globo Filmes,http://br.web.img3.acsta.net/pictures/15/10/23/19/50/300756.jpg
2015,A História da Eternidade,Camilo Cavalcante,Ficção,AC Cavalcante Serviços,http://br.web.img3.acsta.net/pictures/15/03/06/15/07/130372.jpg
2015,A hora e a vez de Augusto Matraga,Vinícius Coimbra,Ficção,Prodigo Films,https://cultura.estadao.com.br/blogs/marcelo-rubens-paiva/wp-content/uploads/sites/111/2019/05/matraga-cartaz-em-baixa-701x1024.jpg
2015,A Lei da Água,André Vilela D'Elia,Documentário,Cinedelia,http://uiadiario.com.br/sp/wp-content/uploads/2015/02/documentário-a-lei-da-água.jpg
2015,A Nação que não Esperou por Deus,Lucia Murat/Rodrigo Hinrichsen,Documentário,Taiga Filmes e Vídeo,http://br.web.img3.acsta.net/pictures/15/04/02/21/38/011565.jpg
2015,A Viagem de Yoani,Peppe Siffredi/Raphael Bottino,Documentário,Sala 12,https://m.media-amazon.com/images/M/MV5BZTAxM2IyYmYtYmRmYy00MzFjLWI3MTYtM2NkODJiNmRkNmFhXkEyXkFqcGdeQXVyNTc4ODY4NDU@._V1_.jpg
2015,A Vida Privada dos Hipopótamos,Maíra Bühler/Matias Mariani,Documentário,Primo Filmes,http://www.vitrinefilmes.com.br/site/wp-content/uploads/2015/11/Cartaz_A-Vida-Privada-dos-Hipopotamos_alta-700x1024.jpg
2015,Alucinados,Roberto Santucci,Ficção,Panorama Filmes,https://static.cineclick.com.br/sites/adm/uploads/banco_imagens/69/1600x2400_1439586929.jpg
2015,"Amor, Plástico e Barulho",Renata Pinheiro,Ficção,Aroma Filmes,http://www.vortexcultural.com.br/images/2015/01/Amor-Plastico-e-Barulho-1.jpg
2015,Anna K.,José Roberto Aguilar,Ficção,Preta Portê Filmes,https://media.fstatic.com/D9JDQAZHxYpHxD8Qw-pM85xLwdg=/fit-in/290x478/smart/media/movies/covers/2015/04/anna-k_t103163.jpg
2015,Aprendi a Jogar com Você,Murilo Salles,Documentário,Cinema Brasil Digital,http://br.web.img3.acsta.net/c_215_290/pictures/15/11/19/13/42/141613.jpg
2015,Aqui Deste Lugar,Fernando Coimbra/Sérgio Machado,Documentário,Gullane,http://br.web.img3.acsta.net/pictures/15/04/29/23/09/419500.jpg
2015,Até que a casa caia,Mauro Giuntini,Ficção,Plateau Filmes,http://www.itaucinemas.com.br/_img/_filmes/1927_capa.jpg?Até-que-a-Casa-Caia
2015,Até que a sorte nos separe 3,Marcelo Antunez/Roberto Santucci,Ficção,Gullane,http://br.web.img3.acsta.net/pictures/15/12/01/12/49/214995.jpg
2015,"Ato, atalho e vento",Marcelo Masagão,Documentário,Um Minuto,https://cinema10.com.br/upload/filmes/filmes_10481_ato1.jpg
2015,Através,André Michiles/Diogo Martins/Fabio Bardella,Ficção,Estrangeira Filmes,http://br.web.img2.acsta.net/pictures/15/09/18/14/42/532586.jpg
2015,Ausência,Chico Teixeira,Ficção,Bossa Nova Films,https://lumefilmes.com/wp-content/uploads/2019/02/CARTAZ-AUSÊNCIA-694x1024.jpg
2015,Batguano,Tavinho Teixeira,Ficção,Vermelho Profundo,http://d26lpennugtm8s.cloudfront.net/stores/842/420/products/batguano-500x5001-3b45f55e1a941012f815424089030777-640-0.jpg
2015,Beira-mar,Filipe Matzembacher/Marcio Reolon,Ficção,Avante Filmes,http://br.web.img3.acsta.net/pictures/15/03/02/22/31/139151.jpg
2015,Bem Casados,Aluizio Abranches,Ficção,Hare Filmes,http://br.web.img2.acsta.net/pictures/15/10/07/16/25/014112.jpg
2015,Betinho - A Esperança Equilibrista,Victor Lopes,Documentário,Documenta Filmes,http://almanaquevirtual.uol.com.br/wp-content/uploads/2015/10/416949.jpg-r_640_600-b_1_D6D6D6-f_jpg-q_x-xxyxx.jpg
2015,Branco Sai Preto Fica,Adirley Queirós,Ficção,Cinco da Norte Cine,http://www.semanadosrealizadores.com.br/site/wp-content/uploads/2014/10/branco-sai-preto-fica.jpg
2015,Califórnia,Marina Person,Ficção,Lauper Films,http://br.web.img3.acsta.net/pictures/15/10/02/19/21/053339.jpg
2015,Caminho de volta,José Joffily/Pedro Rossi,Documentário,Coevo Filmes,http://br.web.img1.acsta.net/pictures/15/10/06/22/33/259204.jpg
2015,Campo de Jogo,Eryk Rocha,Documentário,Filmegraph,http://br.web.img3.acsta.net/pictures/15/03/11/20/37/369013.jpg
2015,Carrossel - O Filme,Alexandre Boury/Mauricio Eça,Ficção,Paris Entretenimento,https://toqe.files.wordpress.com/2016/05/carrossel-o-filme-continuacao.jpg
2015,Casa Grande,Fellipe Gamarano Barbosa,Ficção,Migdal Filmes,https://imovision.com.br/wp-content/uploads/2014/09/Pôster-Casa-Grande-e1550089707464.jpg
2015,Cássia Eller,Paulo Henrique Fontenelle,Documentário,Migdal Filmes,http://statics.livrariacultura.net.br/products/capas_lg/354/42889354.jpg
2015,Cativas - presas pelo coração,Joana Nin,Documentário,Sambaqui Cultural,http://br.web.img2.acsta.net/r_1280_720/pictures/210/386/21038614_20130910175225589.jpg
2015,Cauby - Começaria Tudo Outra Vez,Nelson Hoineff,Documentário,Comalt - Comunicação Alternativa,https://upload.wikimedia.org/wikipedia/pt/b/b1/Caubi.jpg
2015,Chatô - O Rei do Brasil,Guilherme Fontes,Ficção,Guilherme Fontes Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/15/11/11/14/05/186741.jpg
2015,Chico - Artista Brasileiro,Miguel Faria Jr.,Documentário,1001 Filmes,http://br.web.img2.acsta.net/c_215_290/pictures/15/10/01/18/28/222837.jpg
2015,"Cidade de Deus, 10 Anos Depois",Cavi Borges/Luciano Vidigal,Documentário,Berny Filmes,https://www.ancine.gov.br/sites/default/files/Cartaz%20-%20Cidade%20de%20Deus%2C%2010%20anos%20depois.jpg
2015,Circo Voador - A Nave,Tainá Menezes,Documentário,Kanoa Filmes,http://3.bp.blogspot.com/-N4TqzcKCJu8/Vh2vvUGnwMI/AAAAAAAABh8/iCb_UX4yaWM/s1600/circ%2BoMexico.jpg
2015,Condado Macabro,André de Campos Mello/Marcos DeBrito,Ficção,DeBrito Produções Cinematográficas,http://www.fantaspoa.com/2015/resize_imagens/resize_cont_int.php?imagem=Condado_Macabro_-_XI_Festival_Internacional_de_Cinema_Fantastico_de_Porto_Alegre_-_FANTASPOA_2015.jpg&width=240&height=400&tamanho=m&diretorio=filme
2015,Damas do samba,Susanna Lira,Documentário,Modo Operante Produções,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpTNxECCbkKY2fHfF-_3lbgPDbIILkKl-Y60ynCuH0K399NZHs
2015,De Gravata e Unha Vermelha,Miriam Chnaiderman,Documentário,Sequência 1,https://http2.mlstatic.com/de-gravata-e-unha-vermelha-dvd-original-novo-lacrado-raro-D_NQ_NP_705514-MLB27561943682_062018-F.jpg
2015,Depois da Chuva,Cláudio Marques/Marilia Hughes Guerreiro,Ficção,Coisa de Cinema,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2VXV_lVy-c1IxAug080dwjS6DHlS7hbt_4nnhwUJ-YvWwq5gb
2015,Depois de Tudo,Johnny Araújo,Ficção,Casé Filmes,https://www.cafecomfilme.com.br/media/k2/items/cache/b7e6ec0db28d3de1ecb62e22c52c34a8_XL.jpg?t=-62169984000
2015,Divã a 2,Paulo Fontenelle,Ficção,Total Entertainment,http://br.web.img3.acsta.net/pictures/15/02/26/17/12/105047.jpg
2015,Dois Casamentos,Luiz Rosemberg Filho,Ficção,Cavideo Produções,https://media.fstatic.com/Vndv_ah7hNc4lZnTr-NDQ04s_aI=/fit-in/290x478/smart/media/movies/covers/2015/06/dois-casamentos_t111632.jpg
2015,Dromedário no Asfalto,Gilson Vargas,Ficção,Pata Negra,https://www.cafecomfilme.com.br/media/k2/items/cache/7d54a05149da1c5921245d4b50b0fea5_XL.jpg?t=1445055780
2015,"Eduardo Coutinho, 7 de Outubro",Carlos Nader,Documentário,Sesc,https://media.fstatic.com/HD3kfWnRaX8aYJikhimI0fin1mo=/fit-in/290x478/smart/media/movies/covers/2017/08/447603.jpg
2015,Em Três Atos,Lucia Murat,Ficção,Taiga Filmes e Vídeo,http://br.web.img3.acsta.net/r_1280_720/pictures/15/11/25/17/06/343151.jpg
2015,Entrando numa roubada,André Moraes,Ficção,Urca Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/15/08/11/19/10/378304.jpg
2015,Entre Abelhas,Ian SBF,Ficção,Mixer Films,http://br.web.img3.acsta.net/pictures/15/02/02/21/12/434215.jpg
2015,Estranhos,Paulo Alcântara,Ficção,Araçá Azul Cinema e Vídeo,http://www.filmografiabaiana.com.br/arquivos/fotos/1485_estranhos%20cartaz_n.jpg
2015,Eu nunca,Kauê Telloli,Ficção,Saliva Shots,http://2.bp.blogspot.com/-pbzyZBPOmpQ/VfNOTPqjZ7I/AAAAAAAABS8/a4rc9KS9Tb4/s1600/Eu%2Bnunca.jpg
2015,Fala Sério!,Augusto Sevá,Ficção,Albatroz Cinematográfica,http://br.web.img2.acsta.net/c_215_290/pictures/15/03/11/19/58/243407.jpg
2015,Filme sobre um Bom Fim,Boca Migotto,Documentário,Epifania Filmes,http://statics.livrariacultura.net.br/products/capas_lg/450/5175450.jpg
2015,Guitarra Baiana: A Voz do Carnaval,Daniel Talento,Documentário,Tia Maria Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/16/01/22/14/36/036389.jpg
2015,Hamlet,Cristiano Burlan,Ficção,Bela Filmes,http://imagem.band.com.br/f_303940.jpg
2015,"Hermógenes, Professor e Poeta do Yoga",Bárbara Tavares,Documentário,Bodhgaya Films,http://br.web.img3.acsta.net/r_1280_720/pictures/15/07/22/14/10/249814.jpg
2015,Hipóteses para o amor e a verdade,Rodolfo García Vázquez,Ficção,Os Satyros Cinema,http://br.web.img3.acsta.net/r_1280_720/pictures/15/08/10/15/08/509617.jpg
2015,Homem comum,Carlos Nader,Ficção,Já Filmes,https://m.media-amazon.com/images/M/MV5BZTAwZjk2N2ItOWYxMC00MTM1LTlkMTEtN2Q0MzE4OWU2MTAyXkEyXkFqcGdeQXVyMjM0MTQxNTI@._V1_.jpg
2015,Hysteria,Ava Rocha/Evaldo Mocarzel,Documentário,Casa Azul Produções,http://br.web.img2.acsta.net/c_215_290/pictures/15/12/04/20/24/487833.jpg
2015,Ídolo,Ricardo Calvet,Documentário,Remake Filmes,http://br.web.img3.acsta.net/pictures/14/09/23/19/40/564561.jpg
2015,Infância,Domingos de Oliveira,Ficção,Teatro Ilustre Produções Artísticas,http://br.web.img2.acsta.net/pictures/15/07/21/20/21/023044.jpg
2015,Insubordinados,Edu Felistoque,Ficção,Felistoque Filmes,http://assets.pandorafilmes.com.br/wp-content/uploads/2016/07/insubordinados-cartaz.jpg
2015,Iván,Guto Pasko,Documentário,GP7 Cinema,http://www.testedeaudiencia.com.br/wp/wp-content/uploads/2015/11/cartaz-facebook-outradiag.png
2015,"Jia Zhang-ke, um homem de Fenyang",Walter Salles,Documentário,Videofilmes,https://media.fstatic.com/LFJHAkfaXTadXWbiO5dad4MQ4DU=/fit-in/290x478/smart/media/movies/covers/2015/08/jia-zhang-ke-um-homem-de-fenyang_t108691.jpg
2015,Linda de morrer,Cris D'Amato,Ficção,Migdal Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/15/08/17/20/41/041261.jpg
2015,Los Hermanos: Esse É Só o Começo do Fim da nossa Vida,Maria Ribeiro,Documentário,Casa na Arvore Produções/Rinoceronte Produções,http://cinemabh.com/wp-content/uploads/2015/06/Los-hermanos-poster.jpg
2015,Loucas pra Casar,Roberto Santucci,Ficção,Glaz Entretenimento,https://brisadavaidade.files.wordpress.com/2015/02/lucas-pra-cesar-poster.jpg
2015,Meia hora e as manchetes que viram manchete,Angelo Defanti,Documentário,Sobretudo Produção,http://br.web.img1.acsta.net/pictures/15/07/15/21/26/059295.jpg
2015,Memórias da Boca,Alfredo Sternheim/Antonio Ciambra/Clery Cunha/Diogo Gomes dos Santos/Diomédio Piskator/José Mojica Marins/Mário Vaz Filho/Valdir Baptista,Documentário,Cumamuê Cinema,https://www.ancine.gov.br/sites/default/files/memorias%20da%20boca.jpg
2015,Metanóia,Miguel Nagle,Ficção,Cia. Palco Del'Arte,https://i.pinimg.com/originals/33/06/88/330688b13171a984ad1d529d9012ff25.jpg
2015,Meu Passado Me Condena 2,Júlia Rezende,Ficção,Atitude Produções,https://www.extra-imagens.com.br/dvdsebluray/FilmeseSeriados/BluRaydeComedia/6932335/300310723/DVD-Meu-Passado-Me-Condena-2-6932335.jpg
2015,Meus Dois Amores,Luiz Henrique Rios,Ficção,Diler & Associados,https://static1.purebreak.com.br/articles/5/11/79/5/@/58082-poster-do-longa-meus-dois-amores-620x0-3.jpg
2015,Muitos Homens num Só,Mini Kerti,Ficção,Tambellini Filmes,http://br.web.img3.acsta.net/pictures/15/05/18/20/51/378631.jpg
2015,Mulheres no poder,Gustavo Acioli,Ficção,Lavoro Produções,https://www.cafecomfilme.com.br/media/k2/items/cache/6d0a1ec133c85b4a83e49f0ce81c43f3_XL.jpg?t=1453568539
2015,Ninguém Ama Ninguém...Por Mais de Dois Anos,Clovis Mello,Ficção,Cine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKWH8C9086D4tI599dR1PN0pJDU0_LQeOprHR8ugc5oK3V4QfA
2015,"No Meio do Rio, Entre as Árvores",Jorge Bodanzky,Documentário,Jorge Roberto Bodanzky,http://br.web.img3.acsta.net/c_215_290/pictures/15/03/27/15/11/029420.jpg
2015,O Amuleto,Jeferson De,Ficção,Buda Filmes,https://http2.mlstatic.com/dvd-o-amuleto-filme-original-cinema-nacional-bruna-linzmeyer-D_NQ_NP_190825-MLB25504151962_042017-F.jpg
2015,O Dia do Galo,Cris Azzi/Luiz Felipe Fernandes,Documentário,Alicate Conteúdo Audiovisual,https://www.cafecomfilme.com.br/media/k2/items/cache/bdf0551131fb9c6e297c4de0071644c1_XL.jpg?t=1445056038
2015,O Duelo,Marcos Jorge,Ficção,Total Entertainment,http://br.web.img2.acsta.net/c_215_290/pictures/14/07/04/01/41/013742.jpg
2015,O Fim de Uma Era,Bruno Safadi/Ricardo Pretti,Documentário,Daza Filmes,http://br.web.img3.acsta.net/r_1280_720/pictures/14/10/16/22/30/271525.jpg
2015,O Fim e os Meios,Murilo Salles,Ficção,Cinema Brasil Digital,https://cdn.fstatic.com/media/movies/photos/2016/03/o-fim-e-os-meios_t107676.jpg
2015,O Gorila,José Eduardo Belmonte,Ficção,Camisa Treze Cultural,https://cdn.fstatic.com/media/movies/photos/2016/03/o-gorila_t53366.jpg
2015,O Rio nos Pertence,Ricardo Pretti,Ficção,Daza Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/210/382/21038250_20130909155927129.jpg
2015,O Uivo da Gaita,Bruno Safadi,Ficção,Daza Filmes,http://br.web.img2.acsta.net/pictures/210/382/21038261_2013090916074734.jpg
2015,O último cine drive-in,Iberê Carvalho,Ficção,Pavirada Filmes,https://media.fstatic.com/XLhJO1vTEQ2g6isw8OMLg9--1gA=/fit-in/290x478/smart/media/movies/covers/2014/11/o-ultimo-cine-drive-in_t107678.jpg
2015,O Último Poema,Mirela Kruel,Documentário,Besouro Filmes,https://media.fstatic.com/9zY_4vpm37E9pE7O9HP5N909l48=/fit-in/290x478/smart/media/movies/covers/2015/10/o-ultimo-poema_tNone.jpg
2015,O Vendedor de Passados,Lula Buarque de Hollanda,Ficção,Conspiração Filmes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMwd_RoUVlPh3Xzt5r5fpcwwL9jmJSVR-oayPPMwIY_OssZMIZ
2015,Obra,Gregorio Graziosi,Ficção,Superfilmes,http://br.web.img3.acsta.net/pictures/15/07/15/14/12/189516.jpg
2015,Onde Borges Tudo Vê,Taciano Valério,Ficção,Taciano Valério,http://br.web.img3.acsta.net/pictures/210/291/21029199_20130819210251083.jpg
2015,Operações Especiais,Tomas Portella,Ficção,TC Filmes,https://static1.purebreak.com.br/articles/4/18/30/4/@/91810-cartaz-de-operacoes-especiais-com-620x0-3.jpg
2015,Oração do amor selvagem,Chico Faganello,Ficção,Filmes que voam,https://media.fstatic.com/q-ngoetOGa4reBSnfdAuLsfzetM=/fit-in/290x478/smart/media/movies/covers/2015/12/oracao-do-amor-selvagem_t193319.jpg
2015,Orestes,Rodrigo Siqueira,Documentário,C R Produções,https://media.fstatic.com/4flg7rT00rgdTYNA08cvjMK541w=/fit-in/290x478/smart/media/movies/covers/2016/05/orestes_t122296.jpg
2015,Órfãos do Eldorado,Guilherme Coelho,Ficção,Matizar,http://br.web.img3.acsta.net/pictures/15/10/12/16/48/435079.jpg
2015,Os Maias - Cenas da Vida Romântica,João Botelho,Ficção,Raccord Produções,http://4.bp.blogspot.com/-E6Xo0tBwjVs/VldN1UqMcHI/AAAAAAAAFwM/6XWcYOswKIM/s1600/os%2Bmaias.jpg
2015,Os Tubarões de Copacabana,Rosario Boyer,Ficção,Internacional Produções,https://www.ancine.gov.br/sites/default/files/REDUZIDO%20Os%20Tiburoes%20de%20Copacabana%202015.jpg
2015,Os Últimos Cangaceiros,Wolney Oliveira,Documentário,Bucanero Filmes,http://br.web.img3.acsta.net/pictures/210/068/21006864_20130517203750487.jpg
2015,Osvaldão,Ana Petta/André Michiles/Fábio Bardella/Vandré Fernandes,Documentário,Fundação Maurício Grabois,https://www.pcdobba.org.br/wp-content/uploads/2015/12/cartaz-osvaldao-final-mostra2-FINAL-2015-sem-mostra.jpg
2015,"Ouro, suor e lágrimas",Helena Sroulevich,Documentário,Caribe,https://www.cafecomfilme.com.br/media/k2/items/cache/6a90cca7c7eb6a9c4add1364d879cbc6_XL.jpg?t=1445055167
2015,Passarinho lá de Nova Iorque,Murilo Salles,Documentário,Cinema Brasil Digital,http://br.web.img3.acsta.net/c_215_290/pictures/15/11/19/13/38/052079.jpg
2015,Pauê - O Passo de um Vencedor,Alessandra Pereira/Fabio Cappellini,Documentário,Um Mais Um - Comunicação Em Imagem ,http://br.web.img2.acsta.net/r_1280_720/pictures/15/11/10/20/59/565870.jpg
2015,Paysandú 100 anos de Payxão,Eduardo Albergaria/Gustavo Godinho/Leonardo Edde/Marco André/Priscilla Brasil,Documentário,Urca Filmes,http://br.web.img1.acsta.net/pictures/15/08/28/20/07/389613.jpg
2015,Pequeno dicionário amoroso 2,Mauro Farias/Sandra Werneck,Ficção,Cineluz Produções,https://cdn.cinepop.com.br/2015/07/pequenodicionarioamoroso2_1.jpg
2015,Periscópio,Kiko Goifman,Ficção,Paleo TV,https://cdn.fstatic.com/media/movies/photos/2016/03/periscopio_t77991.jpg
2015,Permanência,Leonardo Lacca,Ficção,CinemaScópio,https://media.fstatic.com/eSuMlwbsN2mChdgh84yN_tT7rRo=/fit-in/290x478/smart/media/movies/covers/2014/09/permanencia_t107571.jpg
2015,Piadeiros,Gustavo Rosa de Moura,Documentário,Mira Filmes,https://media.fstatic.com/tVZf-Y-u_rYynIPTMV1XcureTwg=/fit-in/290x478/smart/media/movies/covers/2015/10/piadeiros_t193322.jpg
2015,Ponte Aérea,Júlia Rezende,Ficção,Morena Filmes,http://idcultural.com.br/wp-content/uploads/2016/03/pa_0002_cartaz_na_rua_22_rs.jpg
2015,Qualquer Gato Vira-lata 2,Marcelo Antunez/Roberto Santucci,Ficção,Tietê Produções,https://static1.purebreak.com.br/articles/6/13/90/6/@/68021--qualquer-gato-viralata-2-ganha-seu-diapo-2.jpg
2015,Quase Samba,Ricardo Targino,Ficção,Bananeira Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/15/05/12/16/55/391563.png
2015,Que horas ela volta?,Anna Muylaert,Ficção,África Filmes/Gullane,https://d1xi64h779br3j.cloudfront.net/400x/smart/filters:format(jpeg):quality(10)/custom/uploads/legado/filmes/794/cartaz_quehora_02_pt-br.png
2015,Real Beleza,Jorge Furtado,Ficção,Casa de Cinema de Porto Alegre,http://br.web.img3.acsta.net/c_215_290/pictures/15/06/17/16/27/001555.jpg
2015,Rio Cigano,Julia Zakia,Ficção,Superfilmes,https://www.papodecinema.com.br/wp-content/uploads/2015/09/20150920-rio-cigano-papo-de-cinema.jpg
2015,Romance Policial,Jorge Durán,Ficção,Deserto Filmes,https://media.fstatic.com/WpQ18cHEClci67BR8P4UL3X-Sp0=/fit-in/290x478/smart/media/movies/covers/2015/04/romance-policial_t98895.jpg
2015,S.O.S Mulheres ao mar 2,Cris D'Amato,Ficção,Ananã Produções,http://statics.livrariacultura.net.br/products/capas_lg/571/42665571.jpg
2015,Samba & Jazz,Jefferson Mello,Documentário,Tremè Produções Artísticas,https://i.pinimg.com/originals/63/b5/f1/63b5f1ae662b7a5d979c89f0c307a7ae.jpg
2015,Sangue Azul,Lírio Ferreira,Ficção,Drama Filmes/Lírio Ferreira,http://eovideolevou.com.br/imgProduto/74803_f1.jpg
2015,Se Deus Vier que Venha Armado,Luis Dantas,Ficção,Plano Geral Produções,"https://m.media-amazon.com/images/M/MV5BMjIxMzQ2Njc5N15BMl5BanBnXkFtZTgwNzU5MTMyNjE@._V1_UY1200_CR90,0,630,1200_AL_.jpg"
2015,"Sorria, Você Está Sendo Filmado - O Filme",Daniel Filho,Ficção,Lereby,http://br.web.img3.acsta.net/c_215_290/pictures/15/03/27/17/19/254765.jpg
2015,Superpai,Pedro Amorim,Ficção,Querosene Filmes,https://media.fstatic.com/AIbj_X5hvtCDGNQee7F1Maq8MF4=/fit-in/290x478/smart/media/movies/covers/2015/03/superpai_t105142.png
2015,Surfar é Coisa de Rico,Guga Sander,Documentário,Sentimental Filme,http://br.web.img3.acsta.net/r_1280_720/pictures/15/02/03/22/13/104498.jpg
2015,Terra Cabocla,Márcia Paraíso/Ralf Tambke,Documentário,Plural Filmes,https://acasadevidro.files.wordpress.com/2017/04/cartazterracaboclabaixa.jpg
2015,Território do Brincar,David Reeks/Renata Meirelles,Documentário,Maria Farinha Filmes,https://videocamp-prod-us.s3.amazonaws.com/uploads/poster_image/image/000/000/002/2/thumb_PosterTDB.jpg
2015,Tomie Ohtake,Hélio Goldsztejn,Documentário,TV Cultura,http://br.web.img2.acsta.net/r_1280_720/pictures/15/12/10/14/19/439759.jpg
2015,Tudo por amor ao cinema,Aurélio Michelis,Documentário,Aurora Filmes/Imagem Ceuvagem,https://media.fstatic.com/xhlgp9xRBvTxdw4FShpvMKNUwtw=/fit-in/290x478/smart/media/movies/covers/2014/04/tudo-por-amor-ao-cinema_tNone.png
2015,Tudo que aprendemos juntos,Sérgio Machado,Ficção,Gullane,https://static.wixstatic.com/media/abcb69_1313354dbe4e4f89960b3d60382bcbad~mv2.jpg
2015,Tudo que Deus Criou,André da Costa Pinto,Ficção,Adriano Lirio/André da Costa Pinto,http://br.web.img3.acsta.net/r_1280_720/pictures/15/01/23/21/46/410300.jpg
2015,Últimas Conversas,Eduardo Coutinho,Documentário,Videofilmes,https://mb.web.sapo.io/bbdec6388d86e6b5f3f4d315bf849675d6d4efcd.jpg
2015,Um filme francês,Cavi Borges,Ficção,Cavideo Produções,https://media.fstatic.com/-ZQ4WXGCn-fmtCu23LkeqOmT5RA=/fit-in/290x478/smart/media/movies/covers/2015/09/um-filme-frances_t191854.jpg
2015,Um Sonho Intenso,José Mariani,Documentário,Andaluz,http://statics.livrariacultura.net.br/products/capas_lg/112/42962112.jpg
2015,Vai que Cola - O Filme,César Rodrigues,Ficção,Conspiração Filmes,http://eovideolevou.com.br/imgProduto/75105_f1.jpg
2015,Vai Vai: 80 Anos nas Ruas,Fernando Capuano,Documentário,Blood Cine,https://media.fstatic.com/5gjOB0aNU-XMSDDFHxTXTu-AEAc=/fit-in/290x478/smart/media/movies/covers/2015/02/vai-vai-80-anos-nas-ruas_t46439.jpg
2015,Zirig Dum Brasília,André Luiz Oliveira,Documentário,abr filmes,http://br.web.img2.acsta.net/c_215_290/pictures/15/07/02/15/17/234157.jpg
2016,1976 - O Ano da Invasão Corinthiana,Alexandre Boechat/Ricardo Aidar,Documentário,Canal Azul,https://statics.livrariacultura.net.br/products/capas_lg/855/46412855.jpg
2016,82 minutos,Nelson Hoineff,Documentário,Comalt - Comunicação Alternativa,http://br.web.img3.acsta.net/c_215_290/pictures/16/08/15/20/58/170165.jpg
2016,A Bruta Flor do Querer,Andradina Azevedo/Dida Andrade,Ficção,Filmes da Lata,https://media.fstatic.com/pkZ0w3NoJltYijUkxuUpGLlhkkY=/fit-in/290x478/smart/media/movies/covers/2016/12/A-Bruta-Flor-do-Querer-2016.jpg
2016,A Despedida,Marcelo Galvão,Ficção,Gatacine,https://www.cafecomfilme.com.br/media/k2/items/cache/7e0feeb0584723e7cfbf97a16fb58574_XL.jpg?t=1473123135
2016,A frente fria que a chuva traz,Neville D'Almeida,Ficção,República Pureza Filmes,http://www.impawards.com/intl/brazil/2016/posters/frente_fria_que_a_chuva_traz_ver2_xlg.jpg
2016,A Loucura entre Nós,Fernanda Fontes Vareille,Documentário,Águas de Março Filmes,http://www.itaucinemas.com.br/_img/_filmes/2199_capa.jpg?A-Loucura-Entre-Nós
2016,A Luneta do Tempo,Alceu Valença,Ficção,Focus Films,http://br.web.img3.acsta.net/pictures/14/10/06/14/51/244206.jpg
2016,A Morte de J.P. Cuenca,João Paulo Cuenca,Ficção,Duas Mariola Filmes,http://www.itaucinemas.com.br/_img/_filmes/2160_capa.jpg?A-Morte-de-J.P.-Cuenca
2016,A Vizinhança do Tigre,Affonso Uchôa,Ficção,Affonso Uchôa,http://br.web.img3.acsta.net/r_1280_720/pictures/16/02/07/11/20/081146.jpg
2016,Abaixando a Máquina 2 – No Limite da Linha,Guillermo Planel,Documentário,Ponto de Equilíbrio Imagens,https://olhave.com.br/wp-content/uploads/2008/11/abaixandoamc3a1quina.jpg
2016,Amor em Sampa,Carlos Alberto Riccelli/Kim Riccelli,Ficção,Pulsar Cinema,https://djiby52t9cgpc.cloudfront.net/custom/uploads/2016/01/Amor-em-sampa_1080x1920_CARTAZ.jpg
2016,Amores Urbanos,Vera Egito,Ficção,Paranoid Filmes,http://br.web.img3.acsta.net/c_215_290/pictures/16/03/17/15/18/038777.jpg
2016,Apaixonados - O Filme,Paulo Fontenelle,Ficção,Total Entertainment,https://http2.mlstatic.com/dvd-apaixonados-o-filme-original--D_NQ_NP_508725-MLB25506102422_042017-F.jpg
2016,Aquarius,Kleber Mendonça Filho,Ficção,CinemaScópio,https://media.fstatic.com/_zaWWavGXR78qcsEJxNkFrcjj6Q=/fit-in/290x478/smart/media/movies/covers/2017/08/7ab80d84c5f300d5758804f3f88e11b0_500x735.jpg
